S_NUM,account_type,age,customer_relation_time_months,avg_time_cr_tx_60_days,total_cr_amt_30_days,num_unq_rx_90_days,ratio_cr_30to90_days,education,income,num_cards,Target_IBAN_Dig_acc,fraud_flag
2361,govt,20,237,31,34880,0,0.373011517,Graduate,7554,2,Y,0
2362,companies,77,232,73,1139,1,0.279706028,Graduate,36208,1,N,0
2363,companies,26,145,47,7929,2,0.017421876,Post Graduate,10203,1,N,0
2364,individual,53,22,19,35598,0,0.993887388,Graduate,5492,1,Y,0
2365,companies,34,81,73,807,1,0.376802205,High School,31801,1,N,0
2366,govt,45,135,73,49231,1,0.336725974,Graduate,9545,1,N,0
2367,individual,31,116,73,33787,1,0.349547714,Graduate,10455,1,N,0
2368,companies,39,173,49,40178,1,0.543304993,Graduate,13475,1,N,0
2369,govt,46,55,73,16107,5,0.392427081,Graduate,1262,1,N,0
2370,individual,39,178,32,48196,1,0.25699356,Graduate,3692,3,N,0
2371,companies,22,129,0,12541,2,0.463327214,Graduate,19873,1,Y,0
2372,govt,53,185,10,36224,0,0.178097254,Graduate,10804,1,N,0
2373,companies,54,67,73,287003,0,0.340935375,High School,4098,1,N,0
2374,companies,48,86,19,25878,2,0.211329306,Post Graduate,3612,1,Y,0
2375,govt,19,37,73,10685,0,0.288626087,Graduate,49721,1,Y,0
2376,govt,45,194,37,37967,1,0.259140507,Graduate,8511,1,Y,0
2377,individual,26,141,20,21227,4,0.10399567,Graduate,19536,1,Y,0
2378,govt,32,15,0,345,0,0.314222998,Graduate,22885,1,Y,0
2379,companies,39,139,73,4171,1,0.349438778,High School,395,1,Y,0
2380,individual,34,118,50,34784,1,0.445334799,Graduate,28913,1,N,0
2381,govt,37,80,31,28560,0,0.311067469,Graduate,1023,1,N,0
2382,govt,52,206,58,2126,1,0.664108125,Post Graduate,1429,1,Y,0
2383,companies,46,117,73,13241,2,0.433134494,Graduate,7553,1,Y,0
2384,companies,25,123,73,21203,0,0.562114196,Graduate,26121,1,N,0
2385,individual,39,219,73,16316,0,0.071564986,High School,42502,1,Y,0
2386,individual,28,121,73,48006,0,0.727271053,Graduate,953,1,N,0
2387,govt,30,109,73,49803,1,0.687497563,High School,43512,1,N,0
2388,companies,28,176,33,20409,3,0.322372064,Graduate,4358,1,N,0
2389,govt,40,26,0,13266,0,0.235167872,Graduate,6691,1,N,0
2390,companies,51,85,32,33339,1,0.111593564,Graduate,10204,1,N,0
2391,companies,27,215,63,32812,1,0.483741062,Graduate,2804,1,Y,0
2392,individual,48,109,27,10003,1,0.231215332,Graduate,1524,1,N,0
2393,companies,41,224,73,25006,0,0.352062121,High School,12054,1,N,0
2394,individual,44,4,73,31200,2,0.579631127,Graduate,41022,1,Y,0
2395,individual,25,8,73,28958,5,0.435746168,High School,4958,1,N,0
2396,companies,47,31,73,38598,0,0.763439477,Graduate,50278,1,N,0
2397,individual,27,123,31,28783,1,0.264363046,Graduate,41173,2,N,0
2398,companies,33,61,52,34711,0,0.597633812,Graduate,20375,1,N,0
2399,govt,30,23,73,1108,1,0.328255546,Graduate,2901,1,N,0
2400,individual,62,155,29,4621,0,0.46941997,Graduate,25843,1,Y,0
2401,individual,31,151,73,722000,1,0.227656314,High School,25660,1,Y,0
2402,companies,36,43,73,6473,0,0.393670396,Graduate,37680,1,Y,0
2403,individual,62,67,39,35172,2,0.527671993,Graduate,10741,1,Y,0
2404,govt,71,11,73,26069,1,0.641869316,Graduate,13688,2,N,0
2405,individual,26,20,73,37906,1,0.461290507,Graduate,16356,1,N,0
2406,companies,32,239,73,39748,0,0.507039251,Post Graduate,1526,3,Y,0
2407,companies,25,191,73,30596,1,0.331708376,Graduate,520,1,Y,0
2408,individual,60,33,73,27159,1,0.5265062,Graduate,4487,1,N,0
2409,companies,40,51,18,91079,0,0.345990374,Graduate,11079,1,Y,0
2410,individual,49,7,73,3309,0,0.776337014,Graduate,538,1,N,0
2411,companies,74,215,39,17784,1,0.378416315,Graduate,1931,1,N,0
2412,companies,27,115,6,64402,0,0.306025621,Graduate,9490,1,N,0
2413,individual,21,101,73,233314,0,0.277443177,High School,40163,1,Y,0
2414,govt,22,84,73,42028,3,0.378103542,Graduate,25353,1,Y,0
2415,govt,26,161,67,84352,0,0.255212284,Graduate,18735,1,Y,0
2416,govt,24,25,8,32790,0,0.429582319,Graduate,9915,1,Y,0
2417,govt,27,155,47,9454,4,0.519800307,Graduate,18,1,N,0
2418,govt,34,163,73,15887,0,0.209134287,Graduate,557,1,Y,0
2419,individual,33,50,13,39078,1,0.91829832,Graduate,6563,1,Y,0
2420,individual,30,31,22,2756,1,0.345147518,Graduate,49654,1,N,0
2421,individual,49,193,0,10442,0,0.286161902,High School,2844,1,Y,0
2422,individual,22,212,22,31157,4,0.274208514,Graduate,16914,1,Y,0
2423,govt,30,36,28,44606,2,0.38122013,Graduate,6929,2,N,0
2424,individual,15,40,41,2944,1,0.589242044,Graduate,28288,1,N,0
2425,individual,42,189,73,41054,0,0.109698211,Graduate,9085,1,N,0
2426,individual,27,113,51,13952,1,0.241033015,Graduate,921,1,N,0
2427,govt,55,1,73,38609,0,0.445269933,Graduate,5036,1,Y,0
2428,companies,51,76,12,17354,2,0.517060516,Graduate,2695,1,N,0
2429,govt,59,86,28,10520,4,0.236949634,Graduate,19207,1,N,0
2430,govt,76,32,73,12427,0,0.313401819,Graduate,4373,1,N,0
2431,govt,39,159,73,41026,1,0.909764541,Graduate,6238,1,Y,0
2432,individual,27,60,73,48132,1,0.123059784,Graduate,7675,1,Y,0
2433,individual,36,144,32,24904,0,0.560261575,Graduate,16226,1,N,0
2434,govt,35,111,51,30192,3,0.406626505,Graduate,35850,1,N,0
2435,individual,18,38,47,27561,0,0.441340458,Graduate,22487,1,N,0
2436,companies,43,200,73,24843,0,0.570982636,Graduate,39998,1,N,0
2437,companies,35,181,73,24420,1,0.939017174,Graduate,1471,1,Y,0
2438,companies,42,180,73,2692,3,0.3889625,Graduate,7647,1,Y,0
2439,companies,33,231,25,1406,1,0.281404826,Graduate,39153,1,N,0
2440,companies,35,17,67,33235,1,0.170283064,Graduate,5161,1,N,0
2441,companies,46,17,21,40428,1,0.123723212,High School,21008,1,N,0
2442,govt,43,33,38,155984,0,0.788637651,Graduate,27951,1,N,0
2443,companies,34,124,11,24713,0,0.399210752,Graduate,1084,1,N,0
2444,companies,45,42,40,8520,0,0.812104483,Graduate,5481,1,N,0
2445,individual,30,147,20,11434,0,0.183342126,High School,2563,1,N,0
2446,companies,36,156,13,80305,1,0.2774938,Graduate,17576,1,Y,0
2447,individual,50,133,73,9487,1,0.152229874,Graduate,26351,1,N,0
2448,govt,23,34,60,39744,2,0.257146526,Graduate,22898,1,N,0
2449,govt,32,225,73,3278,0,0.207740065,Graduate,33327,1,N,0
2450,individual,47,43,73,2639,2,0.244895842,Graduate,250,1,Y,0
2451,govt,42,24,73,29975,1,0.210104034,High School,24920,1,N,0
2452,govt,18,216,34,29708,1,0.970368913,Graduate,27202,1,N,0
2453,individual,54,14,37,274808,0,0.334240368,Graduate,7159,1,N,0
2454,individual,33,93,13,38088,1,0.279253088,Graduate,14825,1,Y,0
2455,individual,34,47,73,49981,0,0.394397085,Graduate,401,1,N,0
2456,individual,44,76,68,11552,4,0.353555343,Graduate,8266,1,Y,0
2457,govt,44,104,10,19584,0,0.219500743,Graduate,24608,1,Y,0
2458,govt,26,16,54,10258,0,0.337855075,Graduate,7946,1,N,0
2459,companies,51,191,30,107810,1,0.457643644,Post Graduate,2473,1,N,0
2460,companies,46,86,73,30832,1,0.826107053,High School,34921,1,N,0
2461,companies,44,11,41,37558,0,0.535599182,Graduate,8999,1,Y,0
2462,govt,38,151,73,24202,0,0.106406252,Graduate,14243,1,N,0
2463,individual,16,197,1,39100,0,0.177994398,Graduate,4715,1,N,0
2464,companies,44,16,68,35490,2,0.594017231,Graduate,2505,1,Y,0
2465,individual,64,87,73,29697,1,0.443046501,Graduate,14856,1,N,0
2466,companies,16,235,73,13292,5,0.227438089,Graduate,7850,1,N,0
2467,individual,25,101,73,7588,0,0.341304803,High School,2,1,N,0
2468,individual,61,64,73,15237,1,0.147942024,Graduate,24638,1,Y,0
2469,companies,40,233,6,41614,0,0.274077093,High School,16713,1,Y,0
2470,individual,39,167,49,14436,2,0.901685933,Graduate,206,1,Y,0
2471,companies,25,153,73,16726,0,0.168167071,Graduate,727,1,Y,0
2472,individual,34,205,69,35661,8,0.451286168,Graduate,11267,1,Y,0
2473,govt,48,180,3,27537,1,0.308458286,Graduate,3369,1,N,0
2474,companies,48,47,66,19604,0,0.371666393,Graduate,20131,1,Y,0
2475,companies,65,215,35,43618,0,0.344403946,Graduate,15403,1,Y,0
2476,individual,26,184,36,13469,0,0.575919867,Graduate,681,1,N,0
2477,individual,27,239,28,30648,3,0.585713578,Graduate,4837,1,N,0
2478,individual,68,227,67,40043,0,0.977407219,Graduate,8969,1,N,0
2479,companies,44,173,73,35753,0,0.453721945,Post Graduate,7432,1,N,0
2480,govt,39,7,27,34979,2,0.102019589,Graduate,18724,1,Y,0
2481,govt,41,198,0,44407,0,0.263273495,Graduate,20651,1,N,0
2482,individual,41,128,33,131981,2,0.324067703,Post Graduate,106,1,Y,0
2483,companies,38,136,1,23067,2,0.22365004,Graduate,23150,1,N,0
2484,govt,39,183,73,37195,0,0.286576622,High School,2113,1,Y,0
2485,govt,38,121,8,24179,1,0.518832482,Graduate,12240,1,Y,0
2486,individual,62,83,0,45762,1,0.775387028,Post Graduate,2123,1,N,0
2487,individual,25,16,44,5600,2,0.305228137,Graduate,2823,1,N,0
2488,companies,21,75,73,5256,3,0.46304632,Graduate,41162,1,Y,0
2489,companies,37,213,73,71331,1,0.490930479,Graduate,709,1,Y,0
2490,govt,61,31,14,22367,2,0.566433942,Graduate,4801,1,N,0
2491,individual,36,209,6,33787,0,0.586654283,Graduate,7820,1,Y,0
2492,govt,54,126,73,37472,2,0.277126887,Graduate,35571,1,N,0
2493,govt,24,224,10,40441,0,0.582352502,Graduate,9744,1,Y,0
2494,individual,16,43,25,78,0,0.936666654,Graduate,15147,1,Y,0
2495,individual,32,224,73,13349,0,0.328791478,Graduate,33451,1,N,0
2496,companies,39,56,70,28684,0,0.387865119,Graduate,3058,1,N,0
2497,companies,35,126,8,32855,3,0.262561942,Graduate,8670,2,Y,0
2498,govt,26,188,66,9892,2,0.351286083,Graduate,53791,1,N,0
2499,companies,36,84,73,36880,1,0.257972751,Graduate,9564,1,Y,0
2500,individual,52,31,18,33206,0,0.358997454,Graduate,8373,1,Y,0
2501,individual,34,150,0,30196,0,0.162110579,Graduate,29808,1,N,0
2502,govt,37,172,73,14575,1,0.943710733,Graduate,28950,1,N,0
2503,individual,63,27,22,3361,1,0.3561906,Post Graduate,18679,1,Y,0
2504,govt,32,15,68,67353,0,0.154108908,Graduate,5536,1,N,0
2505,individual,54,46,73,263,1,0.281815729,Post Graduate,3852,1,Y,0
2506,individual,45,139,9,12422,0,0.30799198,Graduate,2871,1,N,0
2507,govt,39,211,32,7452,0,0.333037826,High School,13813,2,N,0
2508,individual,38,81,61,10269,2,0.734291108,Graduate,2671,1,N,0
2509,govt,18,30,0,21079,0,0.398907617,Graduate,16257,1,Y,0
2510,govt,69,116,73,33827,4,0.327971021,Graduate,68407,1,N,0
2511,govt,41,90,31,18421,0,0.544261267,High School,39977,1,N,0
2512,individual,40,202,42,19412,0,0.338817252,High School,22328,1,Y,0
2513,companies,25,214,73,32256,0,0.264733854,Graduate,5988,1,N,0
2514,companies,59,14,28,32611,0,0.073980648,Graduate,24878,1,N,0
2515,govt,44,109,14,12646,0,0.436693934,Graduate,24056,1,N,0
2516,individual,50,224,40,20590,0,0.355722279,Graduate,1481,1,N,0
2517,individual,55,88,73,37349,0,0.453183737,Graduate,27507,1,Y,0
2518,companies,20,28,27,29469,0,0.999633421,Graduate,1034,1,N,0
2519,individual,19,16,31,40679,0,0.76934369,Graduate,989,3,Y,0
2520,govt,68,133,73,125639,1,0.303583854,Graduate,10965,1,Y,0
2521,individual,32,58,16,132,1,0.253028291,Graduate,40757,1,N,0
2522,individual,30,128,55,26655,0,0.687836421,High School,45299,1,Y,0
2523,govt,28,22,73,9823,0,0.594358619,Graduate,6101,1,N,0
2524,individual,79,162,0,37759,1,0.179125873,Graduate,1347,1,N,0
2525,individual,53,236,73,36305,0,0.461075433,Post Graduate,434,1,N,0
2526,govt,41,206,73,4365,2,0.439988592,Graduate,22792,1,N,0
2527,govt,38,103,68,25402,4,0.346929847,Graduate,4027,1,N,0
2528,companies,30,239,11,40108,1,0.426448008,Graduate,15955,1,Y,0
2529,govt,56,21,17,24536,6,0.358024559,High School,8823,1,N,0
2530,individual,39,47,73,49024,4,0.429701511,Graduate,22803,2,N,0
2531,companies,45,120,48,21255,2,0.274690118,Graduate,25380,2,Y,0
2532,companies,53,116,70,21598,0,0.560938631,Graduate,15071,1,Y,0
2533,companies,26,70,61,27388,0,0.326508604,Graduate,7687,1,Y,0
2534,individual,44,191,41,97401,4,0.217907343,Graduate,836,1,Y,0
2535,companies,42,228,72,25292,2,0.221499161,Graduate,33558,1,Y,0
2536,govt,50,48,40,14270,0,0.490775257,Post Graduate,10306,1,N,0
2537,govt,53,159,19,36380,1,0.491479275,Graduate,40044,1,N,0
2538,companies,22,220,73,34836,0,0.433125689,Graduate,42788,1,N,0
2539,govt,29,171,73,2053,2,0.512025147,Graduate,7279,1,N,0
2540,govt,25,57,73,16426,0,0.330753931,Graduate,25751,1,N,0
2541,companies,31,147,73,37864,0,0.222089571,High School,84338,1,Y,0
2542,companies,46,22,0,6558,0,0.282824036,Graduate,696,1,Y,0
2543,individual,84,125,40,20980,2,0.203969598,Graduate,24052,1,N,0
2544,individual,35,219,25,33001,1,0.091060664,Graduate,9178,1,Y,0
2545,companies,39,181,26,23312,0,0.601605505,Graduate,44753,1,Y,0
2546,companies,34,45,24,41239,0,0.896243451,High School,29392,2,N,0
2547,individual,28,5,61,33490,1,0.423071771,High School,5692,2,N,0
2548,companies,33,7,30,28496,3,0.338877264,Graduate,4916,1,N,0
2549,govt,34,94,30,15950,0,0.437495602,Graduate,6227,1,Y,0
2550,govt,27,184,73,24287,0,0.144456446,Graduate,19603,3,N,0
2551,govt,56,28,25,25952,0,0.372736428,Graduate,46553,1,N,0
2552,companies,42,225,38,32006,0,0.334579808,High School,777,1,N,0
2553,individual,48,142,24,49923,1,0.27247106,High School,34290,1,Y,0
2554,govt,40,171,70,8127,0,0.344361347,Graduate,7046,2,N,0
2555,individual,36,128,73,37364,0,0.243806761,High School,36984,1,N,0
2556,companies,50,43,17,59,0,0.324915175,Post Graduate,8382,1,N,0
2557,companies,19,238,73,42463,3,0.1000913,Graduate,27338,1,Y,0
2558,companies,27,39,40,657005,0,0.380812454,Graduate,8303,1,Y,0
2559,govt,79,20,16,6125,0,0.461784352,Graduate,7787,1,N,0
2560,govt,40,86,73,45071,1,0.324474029,Graduate,32191,2,N,0
2561,individual,51,165,73,20639,0,0.283662699,Graduate,15524,1,N,0
2562,individual,33,122,7,12779,4,0.975352891,Graduate,1682,1,N,0
2563,individual,17,33,11,6089,4,0.617595807,Graduate,9698,1,N,0
2564,companies,19,1,73,42973,0,0.353471378,Graduate,33410,1,Y,0
2565,companies,26,163,24,12451,1,0.311110494,Graduate,5252,1,Y,0
2566,companies,37,154,24,39963,0,0.350212103,Graduate,9305,1,Y,0
2567,individual,28,137,1,2392,1,0.290703581,Post Graduate,880,1,N,0
2568,companies,42,125,52,4935,2,0.254366075,Graduate,42689,1,N,0
2569,individual,22,148,23,42291,0,0.303086194,Graduate,33028,1,N,0
2570,companies,43,111,32,14309,0,0.526891925,High School,9384,1,N,0
2571,individual,48,200,73,35538,0,0.359159525,High School,17935,1,Y,0
2572,individual,27,24,73,42276,1,0.647821148,Graduate,10703,1,Y,0
2573,govt,48,180,73,42805,0,0.438900474,Graduate,42130,1,Y,0
2574,individual,24,27,73,49710,0,0.475738553,Graduate,18102,1,N,0
2575,companies,35,231,35,6248,9,0.305366265,Graduate,10979,1,Y,0
2576,individual,39,131,73,31486,0,0.455120045,High School,35306,1,N,0
2577,individual,26,182,54,4782,0,0.95759323,High School,2926,2,Y,0
2578,individual,44,127,50,41063,0,0.600672079,Graduate,6392,1,N,0
2579,companies,67,42,73,22765,1,0.192862753,High School,29138,1,N,0
2580,companies,73,13,73,13566,0,0.360343915,Graduate,39361,1,N,0
2581,individual,50,40,21,19277,0,0.501471332,Graduate,22168,1,Y,0
2582,companies,45,156,16,3654,2,0.48751481,Graduate,13808,2,N,0
2583,companies,24,124,7,8398,2,0.388324009,Graduate,15512,1,Y,0
2584,companies,20,200,26,34128,0,0.375834643,Graduate,26421,1,N,0
2585,individual,42,40,8,41512,0,0.362884849,Graduate,24210,1,N,0
2586,individual,40,126,67,29121,2,0.056219724,Graduate,22525,1,Y,0
2587,companies,19,186,73,18805,1,0.481730345,Graduate,1051,1,N,0
2588,companies,54,30,73,22546,1,0.086931924,Graduate,19958,1,N,0
2589,govt,34,223,73,37240,0,0.281794877,Graduate,6366,1,N,0
2590,companies,30,175,73,294111,0,0.229069956,Graduate,28902,1,N,0
2591,individual,54,117,73,7063,3,0.106071792,High School,88790,1,N,0
2592,individual,48,188,73,23575,0,0.452654198,Graduate,4100,1,N,0
2593,companies,30,217,16,73104,0,0.304212069,Graduate,86742,1,N,0
2594,companies,52,233,49,380,0,0.974477132,Graduate,29743,1,Y,0
2595,govt,47,1,20,43930,2,0.358807762,Graduate,15712,1,N,0
2596,individual,33,34,16,25984,0,0.549220633,Graduate,10361,1,N,0
2597,govt,21,240,73,48839,3,0.301340398,High School,1762,1,N,0
2598,individual,27,199,73,45255,2,0.240734183,Graduate,2753,1,N,0
2599,individual,29,32,73,5101,3,0.268327821,Graduate,6077,3,N,0
2600,companies,67,21,12,11035,1,0.949868249,Graduate,1296,1,N,0
2601,companies,23,192,24,40162,1,0.566300731,Graduate,8215,2,N,0
2602,govt,58,154,73,10355,3,0.347202152,Graduate,39407,1,N,0
2603,govt,28,36,61,10817,9,0.382342471,Graduate,8242,1,Y,0
2604,companies,28,8,73,44438,0,0.224255857,Graduate,2320,1,N,0
2605,companies,29,113,19,29669,4,0.289193851,Graduate,92618,1,Y,0
2606,companies,21,131,21,35121,2,0.355526364,Graduate,23848,1,N,0
2607,companies,25,130,73,15446,5,0.309181302,Graduate,6801,3,N,0
2608,companies,43,128,73,29646,2,0.58262351,Graduate,8242,1,N,0
2609,govt,59,19,60,46975,0,0.254520823,Graduate,8009,1,N,0
2610,individual,27,162,27,34015,0,0.293347596,Graduate,8972,1,Y,0
2611,individual,24,231,19,15013,1,0.462315072,Graduate,6294,1,N,0
2612,govt,26,88,73,14515,3,0.318042313,Post Graduate,7045,1,N,0
2613,govt,43,69,53,18111,0,0.387305481,Graduate,7924,1,N,0
2614,govt,27,2,17,6283,2,0.363425481,Graduate,44265,2,N,0
2615,individual,65,228,32,8561,0,0.289490503,Graduate,851,1,Y,0
2616,individual,37,228,26,12780,1,0.296470095,Graduate,611,1,N,0
2617,govt,30,206,53,18721,0,0.155957779,High School,44362,1,N,0
2618,companies,51,78,2,10931,3,0.258302477,High School,3064,1,N,0
2619,companies,34,112,19,48809,1,0.390596309,Graduate,4959,1,N,0
2620,individual,47,184,73,6548,0,0.334601263,Graduate,8412,1,Y,0
2621,individual,21,223,31,39470,1,0.213274167,Graduate,5760,1,N,0
2622,govt,15,205,68,10451,1,0.185756121,High School,450,1,N,0
2623,govt,44,212,71,2425,1,0.212180356,Graduate,4938,1,Y,0
2624,govt,16,71,23,47030,0,0.523265476,High School,8275,1,N,0
2625,individual,27,161,5,25425,2,0.339532698,Graduate,33995,1,N,0
2626,companies,47,46,67,27360,1,0.906672165,Graduate,2478,2,Y,0
2627,individual,28,142,47,24844,2,0.280274492,High School,89010,1,N,0
2628,govt,58,159,51,12204,1,0.267593054,Graduate,9819,1,Y,0
2629,companies,48,156,21,32161,0,0.295450858,High School,20396,1,N,0
2630,individual,36,32,52,10523,3,0.19825758,Graduate,20051,1,N,0
2631,companies,71,7,35,42694,0,0.329989748,Post Graduate,427,1,N,0
2632,govt,22,69,30,37675,1,0.646164261,Graduate,7848,1,N,0
2633,companies,28,35,73,1285,1,0.226018936,Graduate,4346,1,N,0
2634,individual,18,150,73,22923,0,0.571826143,High School,3450,1,N,0
2635,companies,39,30,73,35572,2,0.340266852,High School,93241,1,N,0
2636,individual,29,68,69,25641,0,0.437348911,Graduate,3976,1,Y,0
2637,companies,45,204,46,19548,1,0.340600385,Graduate,1330,3,Y,0
2638,govt,44,168,73,47840,0,0.371582792,Graduate,7990,1,N,0
2639,govt,31,45,21,28037,1,0.2175605,High School,94412,1,N,0
2640,companies,42,54,73,47964,3,0.141432883,Graduate,1533,1,Y,0
2641,govt,28,82,24,45502,0,0.465254195,Post Graduate,15844,1,N,0
2642,companies,17,192,73,32695,2,0.283425398,High School,17289,1,N,0
2643,govt,40,231,35,172841,0,0.432056304,High School,17773,1,Y,0
2644,individual,22,74,49,17277,1,0.043512265,Graduate,3420,1,N,0
2645,companies,35,59,73,98897,1,0.490012408,Graduate,583,2,Y,0
2646,companies,70,20,73,12009,0,0.601839255,High School,12046,1,N,0
2647,individual,18,45,25,237675,6,0.434084129,High School,8300,1,N,0
2648,companies,52,126,31,208794,0,0.305548144,High School,20868,1,N,0
2649,companies,38,167,73,3885,0,0.389753029,Graduate,48300,2,N,0
2650,govt,29,69,7,39374,2,0.368274347,Graduate,1341,1,N,0
2651,individual,41,68,16,7021,1,0.349962896,Graduate,36322,1,Y,0
2652,companies,40,219,39,115562,0,0.281900465,Graduate,43935,1,N,0
2653,govt,28,227,73,19537,0,0.470311077,Graduate,49839,1,N,0
2654,companies,28,24,17,28485,4,0.279135993,Graduate,44710,1,N,0
2655,companies,72,37,73,5316,0,0.257987405,Graduate,19025,1,N,0
2656,companies,37,91,49,46027,0,0.391162504,Graduate,939,1,N,0
2657,govt,55,194,43,15425,2,0.143030264,Graduate,16386,1,Y,0
2658,individual,16,116,0,59102,0,0.485487332,Graduate,30677,1,Y,0
2659,individual,26,224,0,11280,0,0.272841274,Graduate,23789,2,N,0
2660,govt,46,218,29,21136,2,0.468362109,Graduate,317,1,N,0
2661,individual,47,188,73,15943,2,0.664431348,Graduate,887,1,N,0
2662,govt,27,201,14,2532,0,0.311197029,Graduate,33172,2,Y,0
2663,govt,19,177,73,36569,1,0.361889369,High School,9577,1,Y,0
2664,individual,44,42,73,23324,2,0.118729171,Graduate,67335,1,Y,0
2665,individual,53,167,26,91720,0,0.183936383,High School,28474,1,N,0
2666,individual,34,23,73,19149,14,0.453109319,Graduate,5179,1,N,0
2667,govt,30,6,69,31361,1,0.29071597,Graduate,8883,1,N,0
2668,individual,29,185,73,7883,0,0.323583652,Graduate,14999,1,Y,0
2669,companies,39,2,73,11688,0,0.412333859,Graduate,38761,1,Y,0
2670,govt,23,79,73,14474,1,0.344784755,Post Graduate,5170,1,N,0
2671,individual,16,237,73,44616,1,0.268564359,High School,7867,1,N,0
2672,individual,34,205,33,7242,1,0.140969429,Graduate,31233,1,Y,0
2673,companies,16,153,20,49614,0,0.401293828,Graduate,45148,2,N,0
2674,companies,37,31,73,171969,2,0.751956468,Graduate,37678,1,N,0
